breaktype;code;datetime;givenanswer;question;time;vpid;cid
calculations;LUTTQW;2016-07-05T06:25:11-04:00;NA;NA;12261;139;LUTTQW
calculations;QKAHZX;2016-07-05T06:25:16-04:00;1;9 - 2 = ?;6467;143;QKAHZX
default;IITHNK;2016-07-05T11:26:09+01:00;NA;NA;8237;149;IITHNK
calculations;YOMJWI;2016-07-05T02:25:45-08:00;2;3 - 1 = ?;1884;138;YOMJWI
calculations;YOMJWI;2016-07-05T02:25:55-08:00;NA;NA;11069;138;YOMJWI
calculations;QKAHZX;2016-07-05T06:26:03-04:00;NA;NA;53829;143;QKAHZX
images;GYDEKW;2016-07-05T05:26:33-05:00;4;hilltrail;9854;128;GYDEKW
images;GYDEKW;2016-07-05T05:26:35-05:00;NA;NA;12132;128;GYDEKW
calculations;XAFJAH;2016-07-05T05:26:56-05:00;8;3 + 5 = ?;4004;142;XAFJAH
calculations;LUTTQW;2016-07-05T06:27:19-04:00;3;2 + 1 = ?;3159;139;LUTTQW
calculations;LUTTQW;2016-07-05T06:27:22-04:00;NA;NA;5727;139;LUTTQW
calculations;XAFJAH;2016-07-05T05:27:38-05:00;NA;NA;46798;142;XAFJAH
default;IITHNK;2016-07-05T11:28:10+01:00;NA;NA;7491;149;IITHNK
default;BABSBC;2016-07-05T06:28:20-04:00;NA;NA;10640;148;BABSBC
default;IITHNK;2016-07-05T11:29:39+01:00;NA;NA;2243;149;IITHNK
calculations;QKAHZX;2016-07-05T06:29:40-04:00;8;3 + 5 = ?;9331;143;QKAHZX
images;XRURAU;2016-07-05T05:29:46-05:00;9;mountain;9978;155;XRURAU
images;XRURAU;2016-07-05T05:29:50-05:00;NA;NA;14512;155;XRURAU
calculations;LUTTQW;2016-07-05T06:30:01-04:00;3;8 - 5 = ?;2607;139;LUTTQW
calculations;LUTTQW;2016-07-05T06:30:03-04:00;NA;NA;4540;139;LUTTQW
calculations;QKAHZX;2016-07-05T06:30:36-04:00;NA;NA;65605;143;QKAHZX
images;EMBMUO;2016-07-05T06:31:16-04:00;5;frozenlake;13652;152;EMBMUO
default;BABSBC;2016-07-05T06:31:27-04:00;NA;NA;2264;148;BABSBC
images;EMBMUO;2016-07-05T06:31:21-04:00;NA;NA;18606;152;EMBMUO
images;EMBMUO;2016-07-05T06:32:38-04:00;8;mountaincloud;2944;152;EMBMUO
images;EMBMUO;2016-07-05T06:32:41-04:00;NA;NA;6245;152;EMBMUO
calculations;XAFJAH;2016-07-05T05:32:43-05:00;3;2 + 1 = ?;2294;142;XAFJAH
images;XRURAU;2016-07-05T05:32:51-05:00;9;waterfalls;2284;155;XRURAU
calculations;XAFJAH;2016-07-05T05:32:45-05:00;NA;NA;4605;142;XAFJAH
images;XRURAU;2016-07-05T05:32:54-05:00;NA;NA;5555;155;XRURAU
images;EMBMUO;2016-07-05T06:34:13-04:00;8;waterfalls;3994;152;EMBMUO
images;EMBMUO;2016-07-05T06:34:16-04:00;NA;NA;6489;152;EMBMUO
images;XRURAU;2016-07-05T05:35:00-05:00;9;wave;1616;155;XRURAU
calculations;QKAHZX;2016-07-05T06:35:04-04:00;2;3 - 1 = ?;9596;143;QKAHZX
calculations;QKAHZX;2016-07-05T06:35:45-04:00;NA;NA;50714;143;QKAHZX
default;BABSBC;2016-07-05T06:35:57-04:00;NA;NA;2267;148;BABSBC
images;XRURAU;2016-07-05T05:34:49-05:00;NA;NA;-9372;155;XRURAU
calculations;BMEPPF;2016-07-05T06:36:11-04:00;8;8 - 5 = ?;123;164;BMEPPF
calculations;BMEPPF;2016-07-05T06:36:32-04:00;NA;NA;21166;164;BMEPPF
calculations;XAFJAH;2016-07-05T05:36:32-05:00;7;9 - 2 = ?;2218;142;XAFJAH
calculations;XAFJAH;2016-07-05T05:36:34-05:00;NA;NA;3766;142;XAFJAH
calculations;PWHNDI;2016-07-05T06:38:35-04:00;2;3 - 1 = ?;4856;140;PWHNDI
calculations;PWHNDI;2016-07-05T06:38:41-04:00;NA;NA;10895;140;PWHNDI
calculations;BMEPPF;2016-07-05T06:39:15-04:00;8;3 + 5 = ?;6534;164;BMEPPF
calculations;BMEPPF;2016-07-05T06:39:20-04:00;NA;NA;11942;164;BMEPPF
images;WPNNCK;2016-07-05T06:39:36-04:00;5;wave;8259;159;WPNNCK
images;WPNNCK;2016-07-05T06:39:41-04:00;NA;NA;13797;159;WPNNCK
calculations;BMEPPF;2016-07-05T06:40:34-04:00;2;3 - 1 = ?;5238;164;BMEPPF
calculations;BMEPPF;2016-07-05T06:40:41-04:00;NA;NA;12684;164;BMEPPF
images;WPNNCK;2016-07-05T06:43:42-04:00;8;mountaincloud;4000;159;WPNNCK
images;WPNNCK;2016-07-05T06:43:44-04:00;NA;NA;6265;159;WPNNCK
calculations;TPWJEW;2016-07-05T06:43:39-04:00;8;3 + 5 = ?;6720;136;TPWJEW
images;VPVQXK;2016-07-05T06:44:09-04:00;9;mountain;10056;158;VPVQXK
calculations;PWHNDI;2016-07-05T06:44:09-04:00;3;8 - 5 = ?;2087;140;PWHNDI
calculations;PWHNDI;2016-07-05T06:44:11-04:00;NA;NA;3967;140;PWHNDI
images;VPVQXK;2016-07-05T06:44:26-04:00;NA;NA;27295;158;VPVQXK
calculations;TPWJEW;2016-07-05T06:44:39-04:00;NA;NA;66716;136;TPWJEW
default;INEBLR;2016-07-05T06:46:03-04:00;NA;NA;232;171;INEBLR
calculations;KOZHPC;2016-07-05T05:47:15-05:00;3;2 + 1 = ?;2709;167;KOZHPC
calculations;KOZHPC;2016-07-05T05:47:27-05:00;NA;NA;15143;167;KOZHPC
images;WPNNCK;2016-07-05T06:48:52-04:00;0;nightlyforest;3800;159;WPNNCK
images;WPNNCK;2016-07-05T06:48:53-04:00;NA;NA;5312;159;WPNNCK
calculations;TPWJEW;2016-07-05T06:50:14-04:00;3;8 - 5 = ?;8795;136;TPWJEW
default;FLGEMX;2016-07-05T06:50:29-04:00;NA;NA;4587;170;FLGEMX
default;XCBWDK;2016-07-05T06:50:22-04:00;NA;NA;29418;169;XCBWDK
calculations;TPWJEW;2016-07-05T06:50:26-04:00;NA;NA;20752;136;TPWJEW
default;BZPRKK;2016-07-05T06:52:15-04:00;NA;NA;19826;174;BZPRKK
images;VPVQXK;2016-07-05T06:52:36-04:00;4;hilltrail;16015;158;VPVQXK
images;VPVQXK;2016-07-05T06:52:39-04:00;NA;NA;19535;158;VPVQXK
calculations;KOZHPC;2016-07-05T05:53:27-05:00;2;3 - 1 = ?;2613;167;KOZHPC
calculations;KOZHPC;2016-07-05T05:53:30-05:00;NA;NA;6275;167;KOZHPC
images;RKVMFG;2016-07-05T06:54:01-04:00;9;mountain;14864;176;RKVMFG
images;RKVMFG;2016-07-05T06:54:15-04:00;NA;NA;29051;176;RKVMFG
default;FLGEMX;2016-07-05T06:55:01-04:00;NA;NA;6047;170;FLGEMX
default;BZPRKK;2016-07-05T06:55:33-04:00;NA;NA;5551;174;BZPRKK
calculations;PWHNDI;2016-07-05T06:55:41-04:00;8;4 + 4 = ?;1810;140;PWHNDI
calculations;PWHNDI;2016-07-05T06:55:43-04:00;NA;NA;3873;140;PWHNDI
images;SZAYRH;2016-07-05T06:56:10-04:00;9;wave;4944;177;SZAYRH
calculations;KOZHPC;2016-07-05T05:57:48-05:00;3;8 - 5 = ?;2459;167;KOZHPC
calculations;KOZHPC;2016-07-05T05:57:54-05:00;NA;NA;8495;167;KOZHPC
default;FLGEMX;2016-07-05T06:58:35-04:00;NA;NA;1622;170;FLGEMX
default;XCBWDK;2016-07-05T06:58:41-04:00;NA;NA;41207;169;XCBWDK
images;VPVQXK;2016-07-05T06:58:56-04:00;8;frozenlake;6101;158;VPVQXK
images;VPVQXK;2016-07-05T06:58:59-04:00;NA;NA;8356;158;VPVQXK
images;SZAYRH;2016-07-05T06:59:37-04:00;NA;NA;212355;177;SZAYRH
images;RKVMFG;2016-07-05T06:59:42-04:00;8;waterfalls;6078;176;RKVMFG
images;RKVMFG;2016-07-05T06:59:53-04:00;NA;NA;17212;176;RKVMFG
default;BZPRKK;2016-07-05T07:00:59-04:00;NA;NA;4814;174;BZPRKK
images;SZAYRH;2016-07-05T07:02:32-04:00;8;hilltrail;15455;177;SZAYRH
images;RKVMFG;2016-07-05T07:02:56-04:00;9;frozenlake;4318;176;RKVMFG
images;LWEGOF;2016-07-05T14:03:15+03:00;7;waterfalls;11645;178;LWEGOF
images;RKVMFG;2016-07-05T07:03:29-04:00;NA;NA;37320;176;RKVMFG
images;LWEGOF;2016-07-05T14:03:29+03:00;NA;NA;25169;178;LWEGOF
images;RLTMKE;2016-07-05T07:03:40-04:00;8;mountaincloud;17946;181;RLTMKE
calculations;LFJNIK;2016-07-05T05:03:43-06:00;8;4 + 4 = ?;4227;186;LFJNIK
calculations;LFJNIK;2016-07-05T05:03:47-06:00;NA;NA;7939;186;LFJNIK
images;RLTMKE;2016-07-05T07:03:58-04:00;NA;NA;35885;181;RLTMKE
images;FMZJTZ;2016-07-05T16:04:27+05:00;0;mountain;56818;156;FMZJTZ
images;SZAYRH;2016-07-05T07:04:45-04:00;NA;NA;148323;177;SZAYRH
images;FMZJTZ;2016-07-05T16:04:59+05:00;NA;NA;88685;156;FMZJTZ
calculations;JGXEXS;2016-07-05T07:05:23-04:00;7;9 - 2 = ?;10179;187;JGXEXS
default;XCBWDK;2016-07-05T07:05:20-04:00;NA;NA;27997;169;XCBWDK
calculations;JGXEXS;2016-07-05T07:05:28-04:00;NA;NA;14866;187;JGXEXS
images;LWEGOF;2016-07-05T14:06:19+03:00;8;nightlyforest;4475;178;LWEGOF
calculations;RIWQNE;2016-07-05T07:06:27-04:00;3;2 + 1 = ?;4674;185;RIWQNE
images;LWEGOF;2016-07-05T14:06:25+03:00;NA;NA;9659;178;LWEGOF
calculations;RIWQNE;2016-07-05T07:08:26-04:00;NA;NA;123619;185;RIWQNE
images;RLTMKE;2016-07-05T07:08:38-04:00;9;nightlyforest;5042;181;RLTMKE
images;RLTMKE;2016-07-05T07:08:48-04:00;NA;NA;15079;181;RLTMKE
default;IQHHAY;2016-07-05T07:08:39-04:00;NA;NA;4039;194;IQHHAY
calculations;LFJNIK;2016-07-05T05:09:10-06:00;7;9 - 2 = ?;2842;186;LFJNIK
calculations;LFJNIK;2016-07-05T05:09:12-06:00;NA;NA;5466;186;LFJNIK
calculations;JGXEXS;2016-07-05T07:09:13-04:00;3;8 - 5 = ?;4734;187;JGXEXS
calculations;JGXEXS;2016-07-05T07:09:15-04:00;NA;NA;7292;187;JGXEXS
calculations;YNNIVS;2016-07-05T07:10:07-04:00;2;3 - 1 = ?;4626;191;YNNIVS
calculations;YNNIVS;2016-07-05T07:10:17-04:00;NA;NA;15047;191;YNNIVS
default;SPLZWN;2016-07-05T06:10:00-05:00;NA;NA;9690;197;SPLZWN
images;LWEGOF;2016-07-05T14:10:31+03:00;9;mountain;7346;178;LWEGOF
calculations;JGXEXS;2016-07-05T07:10:33-04:00;2;3 - 1 = ?;3429;187;JGXEXS
calculations;YNNIVS;2016-07-05T07:11:11-04:00;8;3 + 5 = ?;2793;191;YNNIVS
calculations;JGXEXS;2016-07-05T07:10:35-04:00;NA;NA;5381;187;JGXEXS
images;LWEGOF;2016-07-05T14:10:33+03:00;NA;NA;9770;178;LWEGOF
calculations;YNNIVS;2016-07-05T07:11:14-04:00;NA;NA;5495;191;YNNIVS
calculations;YNNIVS;2016-07-05T07:12:08-04:00;3;8 - 5 = ?;2217;191;YNNIVS
calculations;YNNIVS;2016-07-05T07:12:12-04:00;NA;NA;6439;191;YNNIVS
default;SPLZWN;2016-07-05T06:12:31-05:00;NA;NA;3411;197;SPLZWN
images;SZAYRH;2016-07-05T07:12:57-04:00;9;mountaincloud;37579;177;SZAYRH
images;SZAYRH;2016-07-05T07:12:59-04:00;NA;NA;39780;177;SZAYRH
default;AENXHD;2016-07-05T07:13:31-04:00;NA;NA;14904;199;AENXHD
default;IQHHAY;2016-07-05T07:13:19-04:00;NA;NA;12767;194;IQHHAY
calculations;RIWQNE;2016-07-05T07:13:42-04:00;7;9 - 2 = ?;3195;185;RIWQNE
calculations;RIWQNE;2016-07-05T07:13:45-04:00;NA;NA;5985;185;RIWQNE
calculations;LFJNIK;2016-07-05T05:14:12-06:00;3;8 - 5 = ?;4435;186;LFJNIK
calculations;LFJNIK;2016-07-05T05:14:14-06:00;NA;NA;6418;186;LFJNIK
default;TRNTKP;2016-07-05T04:14:54-07:00;NA;NA;6149;195;TRNTKP
default;VDVRAB;2016-07-05T07:15:05-04:00;NA;NA;6416;196;VDVRAB
default;SPLZWN;2016-07-05T06:15:04-05:00;NA;NA;2588;197;SPLZWN
images;RLTMKE;2016-07-05T07:15:29-04:00;3;hilltrail;6311;181;RLTMKE
images;WXBNDE;2016-07-05T12:15:31+01:00;9;mountain;16245;200;WXBNDE
images;RLTMKE;2016-07-05T07:15:36-04:00;NA;NA;13202;181;RLTMKE
images;WXBNDE;2016-07-05T12:15:34+01:00;NA;NA;19410;200;WXBNDE
default;IQHHAY;2016-07-05T07:15:41-04:00;NA;NA;3889;194;IQHHAY
default;LLURZV;2016-07-05T05:16:08-06:00;NA;NA;9747;192;LLURZV
images;QSIJMJ;2016-07-05T07:17:30-04:00;7;hilltrail;15078;203;QSIJMJ
images;QSIJMJ;2016-07-05T07:17:35-04:00;NA;NA;20279;203;QSIJMJ
default;VDVRAB;2016-07-05T07:18:24-04:00;NA;NA;20342;196;VDVRAB
default;AENXHD;2016-07-05T07:18:41-04:00;NA;NA;5949;199;AENXHD
calculations;RIWQNE;2016-07-05T07:19:56-04:00;3;8 - 5 = ?;2857;185;RIWQNE
calculations;SQDQLH;2016-07-05T04:19:58-07:00;4;3 - 1 = ?;6903;211;SQDQLH
calculations;RIWQNE;2016-07-05T07:19:59-04:00;NA;NA;5848;185;RIWQNE
calculations;SQDQLH;2016-07-05T04:20:02-07:00;NA;NA;10812;211;SQDQLH
images;QDBLQZ;2016-07-05T04:20:03-07:00;1;mountaincloud;9178;207;QDBLQZ
images;QDBLQZ;2016-07-05T04:20:10-07:00;NA;NA;15657;207;QDBLQZ
calculations;SQDQLH;2016-07-05T04:20:58-07:00;8;4 + 4 = ?;3076;211;SQDQLH
calculations;SQDQLH;2016-07-05T04:21:00-07:00;NA;NA;5455;211;SQDQLH
images;QDBLQZ;2016-07-05T04:21:53-07:00;7;nightlyforest;16550;207;QDBLQZ
images;QDBLQZ;2016-07-05T04:21:56-07:00;NA;NA;19956;207;QDBLQZ
images;WXBNDE;2016-07-05T12:22:07+01:00;8;frozenlake;12988;200;WXBNDE
images;WXBNDE;2016-07-05T12:22:14+01:00;NA;NA;19536;200;WXBNDE
default;LLURZV;2016-07-05T05:22:30-06:00;NA;NA;5032;192;LLURZV
default;TRNTKP;2016-07-05T04:22:32-07:00;NA;NA;39947;195;TRNTKP
calculations;SQDQLH;2016-07-05T04:23:25-07:00;3;8 - 5 = ?;3776;211;SQDQLH
calculations;SQDQLH;2016-07-05T04:23:28-07:00;NA;NA;6683;211;SQDQLH
calculations;FVTYJC;2016-07-05T06:24:18-05:00;7;9 - 2 = ?;3747;210;FVTYJC
calculations;FVTYJC;2016-07-05T06:24:23-05:00;NA;NA;9157;210;FVTYJC
images;QDBLQZ;2016-07-05T04:24:11-07:00;4;frozenlake;3114;207;QDBLQZ
default;AENXHD;2016-07-05T07:24:14-04:00;NA;NA;28355;199;AENXHD
default;VDVRAB;2016-07-05T07:24:22-04:00;NA;NA;4229;196;VDVRAB
images;QDBLQZ;2016-07-05T04:24:30-07:00;NA;NA;22593;207;QDBLQZ
calculations;NXXIDY;2016-07-05T07:25:14-04:00;2;3 - 1 = ?;3669;214;NXXIDY
default;LLURZV;2016-07-05T05:25:31-06:00;NA;NA;1640;192;LLURZV
calculations;NXXIDY;2016-07-05T07:25:44-04:00;NA;NA;34381;214;NXXIDY
calculations;QWZYGF;2016-07-05T07:26:45-04:00;7;9 - 2 = ?;27517;212;QWZYGF
default;SJCAPM;2016-07-05T07:26:46-04:00;NA;NA;16653;216;SJCAPM
calculations;QWZYGF;2016-07-05T07:27:14-04:00;NA;NA;56266;212;QWZYGF
images;QSIJMJ;2016-07-05T07:28:34-04:00;0;waterfalls;4201;203;QSIJMJ
images;QSIJMJ;2016-07-05T07:28:37-04:00;NA;NA;6616;203;QSIJMJ
default;TRNTKP;2016-07-05T04:29:16-07:00;NA;NA;5395;195;TRNTKP
default;ICVVRF;2016-07-05T07:29:34-04:00;NA;NA;131257;220;ICVVRF
calculations;FVTYJC;2016-07-05T06:29:57-05:00;2;3 - 1 = ?;3071;210;FVTYJC
calculations;FVTYJC;2016-07-05T06:30:06-05:00;NA;NA;11518;210;FVTYJC
default;SJCAPM;2016-07-05T07:29:56-04:00;NA;NA;5134;216;SJCAPM
calculations;NXXIDY;2016-07-05T07:30:08-04:00;3;2 + 1 = ?;3052;214;NXXIDY
default;GLBAWD;2016-07-05T07:29:22-04:00;NA;NA;50884;217;GLBAWD
images;WXBNDE;2016-07-05T12:31:04+01:00;0;wave;8878;200;WXBNDE
default;ICVVRF;2016-07-05T07:31:13-04:00;NA;NA;55340;220;ICVVRF
images;WXBNDE;2016-07-05T12:31:09+01:00;NA;NA;14097;200;WXBNDE
images;LGCSAB;2016-07-05T06:31:43-05:00;8;mountain;7730;229;LGCSAB
images;LGCSAB;2016-07-05T06:31:48-05:00;NA;NA;13117;229;LGCSAB
default;SJCAPM;2016-07-05T07:31:55-04:00;NA;NA;2220;216;SJCAPM
default;GLBAWD;2016-07-05T07:31:11-04:00;NA;NA;57648;217;GLBAWD
images;QSIJMJ;2016-07-05T07:32:27-04:00;9;nightlyforest;5232;203;QSIJMJ
images;QSIJMJ;2016-07-05T07:32:29-04:00;NA;NA;7048;203;QSIJMJ
calculations;PBWRQT;2016-07-05T07:33:09-04:00;2;3 - 1 = ?;5872;233;PBWRQT
default;ICVVRF;2016-07-05T07:32:57-04:00;NA;NA;50502;220;ICVVRF
calculations;QWZYGF;2016-07-05T07:33:05-04:00;3;2 + 1 = ?;9421;212;QWZYGF
calculations;QWZYGF;2016-07-05T07:33:13-04:00;NA;NA;17214;212;QWZYGF
calculations;FVTYJC;2016-07-05T06:34:02-05:00;8;3 + 5 = ?;3293;210;FVTYJC
images;LGCSAB;2016-07-05T06:33:45-05:00;5;mountaincloud;3469;229;LGCSAB
calculations;FVTYJC;2016-07-05T06:34:06-05:00;NA;NA;6839;210;FVTYJC
images;LGCSAB;2016-07-05T06:33:48-05:00;NA;NA;5825;229;LGCSAB
calculations;PBWRQT;2016-07-05T07:34:18-04:00;NA;NA;74748;233;PBWRQT
default;WANZEQ;2016-07-05T07:34:44-04:00;NA;NA;19469;219;WANZEQ
calculations;UIDHIL;2016-07-05T07:35:39-04:00;3;8 - 5 = ?;3392;236;UIDHIL
calculations;UIDHIL;2016-07-05T07:35:42-04:00;NA;NA;7220;236;UIDHIL
calculations;ECTXRJ;2016-07-05T09:58:13-06:00;3;2 + 1 = ?;1817;237;ECTXRJ
calculations;ECTXRJ;2016-07-05T09:58:29-06:00;NA;NA;17872;237;ECTXRJ
default;GLBAWD;2016-07-05T07:35:12-04:00;NA;NA;195253;217;GLBAWD
images;LGCSAB;2016-07-05T06:36:43-05:00;7;wave;5716;229;LGCSAB
images;LGCSAB;2016-07-05T06:36:45-05:00;NA;NA;7943;229;LGCSAB
calculations;QEDAQC;2016-07-05T07:37:07-04:00;8;4 + 4 = ?;7284;234;QEDAQC
calculations;QEDAQC;2016-07-05T07:37:29-04:00;NA;NA;28730;234;QEDAQC
default;KZZDMK;2016-07-05T07:38:09-04:00;NA;NA;20434;243;KZZDMK
calculations;NXXIDY;2016-07-05T07:38:27-04:00;NA;NA;502310;214;NXXIDY
calculations;PBWRQT;2016-07-05T07:38:54-04:00;8;4 + 4 = ?;2256;233;PBWRQT
calculations;PBWRQT;2016-07-05T07:39:06-04:00;NA;NA;14509;233;PBWRQT
default;KZZDMK;2016-07-05T07:39:10-04:00;NA;NA;6613;243;KZZDMK
images;AKQJTW;2016-07-05T12:39:20+01:00;8;nightlyforest;268;252;AKQJTW
images;AKQJTW;2016-07-05T12:39:25+01:00;NA;NA;5075;252;AKQJTW
default;KZZDMK;2016-07-05T07:40:15-04:00;NA;NA;4863;243;KZZDMK
images;NGCQPX;2016-07-05T07:39:04-04:00;2;wave;423;253;NGCQPX
images;PNUVQJ;2016-07-05T07:39:58-04:00;0;nightlyforest;8152;250;PNUVQJ
images;NGCQPX;2016-07-05T07:39:06-04:00;NA;NA;3103;253;NGCQPX
images;PNUVQJ;2016-07-05T07:40:01-04:00;NA;NA;11511;250;PNUVQJ
default;JOTCQK;2016-07-05T07:40:14-04:00;NA;NA;773;245;JOTCQK
calculations;ECTXRJ;2016-07-05T10:03:26-06:00;2;3 - 1 = ?;2660;237;ECTXRJ
images;AKQJTW;2016-07-05T12:40:59+01:00;3;mountain;169;252;AKQJTW
calculations;NXXIDY;2016-07-05T07:40:59-04:00;7;9 - 2 = ?;3264;214;NXXIDY
images;PNUVQJ;2016-07-05T07:41:02-04:00;0;mountaincloud;2208;250;PNUVQJ
images;PNUVQJ;2016-07-05T07:41:05-04:00;NA;NA;4743;250;PNUVQJ
images;AKQJTW;2016-07-05T12:41:05+01:00;NA;NA;6977;252;AKQJTW
default;JOTCQK;2016-07-05T07:41:11-04:00;NA;NA;9094;245;JOTCQK
calculations;ECTXRJ;2016-07-05T10:03:43-06:00;NA;NA;20222;237;ECTXRJ
calculations;UIDHIL;2016-07-05T07:41:28-04:00;2;3 - 1 = ?;4132;236;UIDHIL
calculations;UIDHIL;2016-07-05T07:41:46-04:00;NA;NA;22854;236;UIDHIL
images;NGCQPX;2016-07-05T07:40:52-04:00;0;frozenlake;30495;253;NGCQPX
images;PNUVQJ;2016-07-05T07:41:47-04:00;9;wave;807;250;PNUVQJ
images;PNUVQJ;2016-07-05T07:41:50-04:00;NA;NA;3336;250;PNUVQJ
images;NGCQPX;2016-07-05T07:41:03-04:00;NA;NA;41709;253;NGCQPX
calculations;PBWRQT;2016-07-05T07:42:26-04:00;8;3 + 5 = ?;5809;233;PBWRQT
images;IXSQBQ;2016-07-05T06:42:15-05:00;2;hilltrail;16975;230;IXSQBQ
default;WANZEQ;2016-07-05T07:42:17-04:00;NA;NA;3707;219;WANZEQ
images;AKQJTW;2016-07-05T12:42:17+01:00;3;frozenlake;460;252;AKQJTW
images;IXSQBQ;2016-07-05T06:42:26-05:00;NA;NA;28566;230;IXSQBQ
images;AKQJTW;2016-07-05T12:42:32+01:00;NA;NA;14862;252;AKQJTW
images;NGCQPX;2016-07-05T07:41:46-04:00;0;waterfalls;6223;253;NGCQPX
images;NGCQPX;2016-07-05T07:41:52-04:00;NA;NA;11455;253;NGCQPX
default;JOTCQK;2016-07-05T07:43:08-04:00;NA;NA;2279;245;JOTCQK
calculations;PBWRQT;2016-07-05T07:43:45-04:00;NA;NA;84887;233;PBWRQT
calculations;NXXIDY;2016-07-05T07:44:06-04:00;NA;NA;190015;214;NXXIDY
default;SDBUMP;2016-07-05T07:44:46-04:00;NA;NA;5132;242;SDBUMP
calculations;ECTXRJ;2016-07-05T10:13:32-06:00;3;8 - 5 = ?;3538;237;ECTXRJ
default;WMDDWE;2016-07-05T07:44:59-04:00;NA;NA;5002;246;WMDDWE
calculations;ECTXRJ;2016-07-05T10:13:43-06:00;NA;NA;14664;237;ECTXRJ
calculations;QEDAQC;2016-07-05T07:45:05-04:00;3;2 + 1 = ?;2506;234;QEDAQC
calculations;QEDAQC;2016-07-05T07:45:26-04:00;NA;NA;23529;234;QEDAQC
images;APWGIL;2016-07-05T07:46:10-04:00;0;mountain;9367;254;APWGIL
images;APWGIL;2016-07-05T07:46:16-04:00;NA;NA;15429;254;APWGIL
calculations;STKDFG;2016-07-05T06:47:36-05:00;2;3 - 1 = ?;11955;257;STKDFG
calculations;UIDHIL;2016-07-05T07:48:16-04:00;8;4 + 4 = ?;2078;236;UIDHIL
calculations;UIDHIL;2016-07-05T07:48:19-04:00;NA;NA;4927;236;UIDHIL
images;APWGIL;2016-07-05T07:48:57-04:00;0;waterfalls;12486;254;APWGIL
images;APWGIL;2016-07-05T07:48:59-04:00;NA;NA;14568;254;APWGIL
default;SDBUMP;2016-07-05T07:49:41-04:00;NA;NA;1211;242;SDBUMP
images;XTUAPR;2016-07-05T07:49:44-04:00;5;frozenlake;12989;255;XTUAPR
default;WMDDWE;2016-07-05T07:49:52-04:00;NA;NA;4569;246;WMDDWE
images;XTUAPR;2016-07-05T07:49:56-04:00;NA;NA;24536;255;XTUAPR
images;ELDKGP;2016-07-05T07:50:06-04:00;0;wave;5302;274;ELDKGP
images;ELDKGP;2016-07-05T07:50:16-04:00;NA;NA;14914;274;ELDKGP
default;FLCVRO;2016-07-05T06:50:22-05:00;NA;NA;6226;265;FLCVRO
images;HQDOMV;2016-07-05T06:51:16-05:00;4;hilltrail;10118;278;HQDOMV
images;HQDOMV;2016-07-05T06:51:22-05:00;NA;NA;15925;278;HQDOMV
calculations;QEDAQC;2016-07-05T07:51:31-04:00;8;3 + 5 = ?;2213;234;QEDAQC
images;ELDKGP;2016-07-05T07:51:41-04:00;5;hilltrail;3781;274;ELDKGP
images;ELDKGP;2016-07-05T07:51:44-04:00;NA;NA;7140;274;ELDKGP
images;IXSQBQ;2016-07-05T06:51:58-05:00;3;wave;8550;230;IXSQBQ
images;IXSQBQ;2016-07-05T06:52:00-05:00;NA;NA;10608;230;IXSQBQ
images;NGGOKT;2016-07-05T07:52:22-04:00;0;frozenlake;10764;248;NGGOKT
images;APWGIL;2016-07-05T07:52:01-04:00;0;frozenlake;5237;254;APWGIL
images;APWGIL;2016-07-05T07:52:03-04:00;NA;NA;7878;254;APWGIL
images;NGGOKT;2016-07-05T07:52:29-04:00;NA;NA;18441;248;NGGOKT
images;HQDOMV;2016-07-05T06:52:38-05:00;8;frozenlake;3359;278;HQDOMV
images;HQDOMV;2016-07-05T06:52:43-05:00;NA;NA;7854;278;HQDOMV
images;ELDKGP;2016-07-05T07:52:50-04:00;3;waterfalls;3795;274;ELDKGP
images;ELDKGP;2016-07-05T07:52:52-04:00;NA;NA;5778;274;ELDKGP
images;JDTDOT;2016-07-05T07:53:05-05:00;9;frozenlake;6777;277;JDTDOT
images;JDTDOT;2016-07-05T07:53:11-05:00;NA;NA;13402;277;JDTDOT
default;WMDDWE;2016-07-05T07:54:15-04:00;NA;NA;1610;246;WMDDWE
images;HQDOMV;2016-07-05T06:54:18-05:00;7;mountaincloud;2931;278;HQDOMV
images;HQDOMV;2016-07-05T06:54:23-05:00;NA;NA;8028;278;HQDOMV
images;FUGMIL;2016-07-05T07:54:33-04:00;3;hilltrail;14435;276;FUGMIL
default;SDBUMP;2016-07-05T07:54:35-04:00;NA;NA;1889;242;SDBUMP
images;FUGMIL;2016-07-05T07:54:42-04:00;NA;NA;22910;276;FUGMIL
default;FLCVRO;2016-07-05T06:54:54-05:00;NA;NA;1228;265;FLCVRO
calculations;LIQHYB;2016-07-05T06:55:30-05:00;2;3 - 1 = ?;5443;287;LIQHYB
calculations;LIQHYB;2016-07-05T06:55:33-05:00;NA;NA;8314;287;LIQHYB
calculations;KDQGVQ;2016-07-05T06:55:43-05:00;8;3 + 5 = ?;4389;259;KDQGVQ
default;LJZYWV;2016-07-05T07:56:15-04:00;NA;NA;19632;271;LJZYWV
calculations;KDQGVQ;2016-07-05T06:56:37-05:00;NA;NA;58274;259;KDQGVQ
calculations;LIQHYB;2016-07-05T06:56:55-05:00;8;4 + 4 = ?;1808;287;LIQHYB
calculations;LIQHYB;2016-07-05T06:56:56-05:00;NA;NA;3279;287;LIQHYB
