answer;answernumeric;code;modification;time;usage;usagenumeric;vpid;cid
None;-1;ULIGSX;sciencehint;0;Science;1;458;ULIGSX
None;-1;XNJQDW;sciencehint;0;Science;1;459;XNJQDW
None;-1;WMVSBN;sciencehint;0;Science;1;460;WMVSBN
None;-1;DGVYPN;sciencehint;0;Science;1;461;DGVYPN
None;-1;YBZPJO;sciencehint;0;Science;1;462;YBZPJO
None;-1;LNEPAD;sciencehint;0;Science;1;463;LNEPAD
None;-1;SUBHCM;sciencehint;0;Science;1;464;SUBHCM
None;-1;PTZFAW;sciencehint;0;Science;1;465;PTZFAW
None;-1;EXECYX;sciencehint;0;Science;1;466;EXECYX
None;-1;ITEWWA;sciencehint;0;Science;1;467;ITEWWA
None;-1;LWYNZN;sciencehint;0;Science;1;468;LWYNZN
None;-1;EWDVGY;sciencehint;0;Science;1;469;EWDVGY
None;-1;PEINFP;sciencehint;0;Science;1;470;PEINFP
None;-1;EZJKNF;sciencehint;0;Science;1;472;EZJKNF
None;-1;EPIXYL;sciencehint;0;Science;1;471;EPIXYL
None;-1;BLVHUG;sciencehint;0;Science;1;473;BLVHUG
None;-1;APUJKV;sciencehint;0;Science;1;474;APUJKV
None;-1;OPTEFJ;sciencehint;0;Science;1;475;OPTEFJ
None;-1;RWJACR;sciencehint;0;Science;1;476;RWJACR
None;-1;CQNXQY;sciencehint;0;Science;1;477;CQNXQY
None;-1;KIJEAJ;sciencehint;0;Science;1;479;KIJEAJ
None;-1;GIIJVO;sciencehint;0;None;0;224;GIIJVO
None;-1;DGGAZF;sciencehint;0;Studies;2;480;DGGAZF
None;-1;XILUJA;sciencehint;0;Studies;2;481;XILUJA
None;-1;DEKMLW;sciencehint;0;Studies;2;482;DEKMLW
None;-1;ZFQYGF;sciencehint;0;Studies;2;483;ZFQYGF
None;-1;HSXVVH;sciencehint;0;Studies;2;484;HSXVVH
None;-1;XIJBHS;sciencehint;0;Studies;2;485;XIJBHS
None;-1;PUSJMH;sciencehint;0;Studies;2;486;PUSJMH
None;-1;CBGDXW;sciencehint;0;Studies;2;487;CBGDXW
None;-1;LYACUF;sciencehint;0;Studies;2;488;LYACUF
None;-1;JSPMZL;sciencehint;0;Studies;2;489;JSPMZL
None;-1;PMESXV;sciencehint;0;Studies;2;490;PMESXV
None;-1;XUACRU;sciencehint;0;Studies;2;491;XUACRU
None;-1;EBMYYE;sciencehint;0;Studies;2;492;EBMYYE
None;-1;WHHZKG;sciencehint;0;None;0;455;WHHZKG
None;-1;QKETFJ;sciencehint;0;Studies;2;493;QKETFJ
None;-1;SXBQJK;sciencehint;0;Studies;2;494;SXBQJK
None;-1;XNGETM;sciencehint;0;Studies;2;495;XNGETM
None;-1;EMKMQF;sciencehint;0;Studies;2;496;EMKMQF
None;-1;EMKMQF;sciencehint;0;Studies;2;496;EMKMQF
None;-1;IJATVV;sciencehint;0;Studies;2;497;IJATVV
None;-1;SBPLUR;sciencehint;0;Studies;2;498;SBPLUR
None;-1;SBPLUR;sciencehint;0;Studies;2;498;SBPLUR
None;-1;XJONNT;sciencehint;0;None;0;238;XJONNT
None;-1;NCSCZX;sciencehint;0;Studies;2;500;NCSCZX
None;-1;OVTUZX;sciencehint;0;Studies;2;501;OVTUZX
